Cluster,Rank,COG,Description,log2_fold_enrichment,Prevalence_in_cluster,Prevalence_in_other_clusters,Mean_per_1000_genes_in_cluster,Mean_per_1000_genes_in_other_clusters
4,38,COG1801,Protein of unknown function DUF72,4.065839151396947,0.47619047619047616,0.04617834394904458,0.23347977448216736,0.013001218901561131
4,39,COG5585,COG3209 Rhs family protein,4.028915854671131,0.12698412698412698,0.009554140127388535,0.12364359788733983,0.006635640174938185
4,40,COG4990,Peptidase_C39 like family,3.986491776013435,0.6031746031746028,0.04936305732484076,0.5167235933660203,0.03166211884999224
4,41,COG4838,Belongs to the UPF0358 family,3.9739527892338153,0.23809523809523808,0.007961783439490446,0.10248448742134121,0.0055856138477661955
4,42,COG2365,Tyrosine phosphatase family,3.9271590132199745,0.7936507936507926,0.14968152866242038,1.2806820613476604,0.08325344065470472
4,43,COG4470,Protein of unknown function (DUF1027),3.8335014485077856,0.936507936507935,0.06687898089171974,0.5861020884631462,0.04018268905990274
4,44,COG3343,"Participates in both the initiation and recycling phases of transcription. In the presence of the delta subunit, RNAP displays an increased specificity of transcription, a decreased affinity for nucleic acids, and an increased efficiency of RNA synthesis because of enhanced recycling",3.785632125140918,0.9523809523809508,0.07006369426751592,0.5933349485462966,0.04209654419055597
4,45,COG4839,Cell division protein FtsL,3.7765286960537034,0.8412698412698401,0.057324840764331204,0.47826079776968866,0.0339722431589743
4,46,COG3611,membrane attachment protein,3.7557870703472465,0.9682539682539666,0.07006369426751592,0.6454175859778417,0.046852936949587844
4,47,COG4863,YycH protein,3.7352335083221755,0.9523809523809508,0.05891719745222929,0.6598706471031459,0.04862484189172391
4,48,COG4835,Protein of unknown function (DUF1149),3.7018918349911285,0.5714285714285712,0.04936305732484076,0.4023574735740954,0.029996283549746088
4,49,COG5582,UPF0302 domain,3.6672418604319468,0.2222222222222222,0.009554140127388535,0.0921167435460859,0.006329561246464097
4,50,COG4639,Chloramphenicol phosphotransferase-like protein,3.6480963190529105,0.47619047619047616,0.04617834394904458,0.3440491683992449,0.026522923686028727
5,1,COG4088,SIR2-like domain,7.770278506761287,0.4893617021276593,0.0015527950310559005,0.298320507519326,0.00037103823920093203
5,2,COG2520,rRNA Methylase,6.117129040190375,0.46808510638297846,0.007763975155279502,0.30924088160415825,0.003469507778275737
5,3,COG3575,Nucleotidyltransferase,5.923499128741565,0.6382978723404255,0.020186335403726705,0.37779526628004817,0.005240992002317435
5,4,COG3797,Protein of unknown function (DUF1697),5.623421672639047,0.6595744680851063,0.03416149068322981,0.6777508646300375,0.01276866375345045
5,5,COG4699,Protein of unknown function (DUF1033),5.374435374296121,0.7446808510638299,0.021739130434782605,0.43521221893171247,0.0095155397451077
5,6,COG4703,Protein of unknown function (DUF1797),5.216674214592802,0.9361702127659578,0.031055900621118005,0.5779583054308628,0.014569399851027447
5,7,COG4947,Putative esterase,5.138346373551118,0.5531914893617019,0.013975155279503102,0.32483363581103014,0.008251231057292753
5,8,COG5061,Protein of unknown function (DUF3307),5.023575858883608,0.29787234042553185,0.012422360248447202,0.17302217252496435,0.0043500466285483425
5,9,COG1039,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,4.802136944783563,0.7872340425531916,0.031055900621118005,0.46351331169250337,0.015649872055035242
5,10,COG2514,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,4.767768618508096,0.6595744680851063,0.031055900621118005,0.5141392383556129,0.017909640178442914
5,11,COG5255,Domain of unknown function (DUF1868),4.765320477926422,0.1276595744680851,0.003105590062111801,0.07255715441142419,0.001704708819821091
5,12,COG4476,Belongs to the UPF0223 family,4.66201502246852,0.9574468085106387,0.04813664596273294,0.5893452015983071,0.02231844981308983
5,13,COG5521,maltodextrose utilization protein MalA,4.6406372987293105,0.6595744680851063,0.024844720496894405,0.44681758761799695,0.016952714325138757
5,14,COG4109,DRTGG domain,4.607177951818592,0.9787234042553196,0.045031055900621134,0.6303609223362957,0.02490472219102824
5,15,COG3557,Belongs to the UPF0374 family,4.451875752065596,0.8297872340425534,0.04658385093167704,0.5200432387383467,0.02280814869884811
5,16,COG4707,Domain of unknown function (DUF771),4.427915921519581,0.23404255319148937,0.012422360248447202,0.14720756873702515,0.005885490323917644
5,17,COG4495,Domain of unknown function (DUF4176),4.386003191834105,0.1276595744680851,0.009316770186335402,0.13284434681460824,0.005401496476581287
5,18,COG4940,Putative Competence protein ComGF,4.376517700102221,0.8297872340425534,0.05279503105590065,0.6299115178900296,0.029374235207757136
5,19,COG3675,Pfam Lipase (class 3),4.359433106934063,0.38297872340425515,0.018633540372670804,0.3567332189475835,0.016427662509448947
5,20,COG3272,Protein of unknown function (DUF1722),4.219630078006555,0.4255319148936168,0.029503105590062105,0.25614668066416635,0.012802116809488716
5,21,COG4499,"WXG100 protein secretion system (Wss), protein YukC",4.03072945952204,0.1276595744680851,0.012422360248447202,0.1027528064176016,0.005347889834090988
5,22,COG4097,FAD-binding domain,3.9805493443413624,0.276595744680851,0.017080745341614904,0.1816821259761497,0.010572609672198759
5,23,COG1832,CoA binding domain,3.9206724434602243,0.6808510638297872,0.0729813664596274,0.3999563784038808,0.025476289305202276
5,24,COG4116,Adenylate cyclase,3.7777494245426584,0.893617021276596,0.06677018633540378,0.5799198206552244,0.04135457241347836
5,25,COG5353,Protein conserved in bacteria,3.7350174050243994,0.7659574468085107,0.06366459627329198,0.4874820065285289,0.03568565669949976
5,26,COG4537,Required for transformation and DNA binding,3.7026506592430612,0.9148936170212769,0.0745341614906833,0.5507059840518318,0.04137393369038587
5,27,COG3605,GAF domain,3.6556683833781567,0.3404255319148935,0.054347826086956555,0.21850957332262516,0.016417572541728945
5,28,COG2946,Replication initiation factor,3.629986739219463,0.29787234042553185,0.023291925465838505,0.2435649401674861,0.018754193617005258
5,29,COG4815,MepB protein,3.6076992618673174,0.14893617021276595,0.018633540372670804,0.09415615178261813,0.006805687803276911
