OG,Description,Prevalence_Gut,Prevalence_Vaginal,Mean_per_1000_genes_Gut,Mean_per_1000_genes_Vaginal,log2FC_Vaginal_vs_Gut,Rank_biserial_Vaginal_vs_Gut,P_value,Q_value_BH,Significant_q<0.05,Higher_in
COG0208,Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides,0.2424114671163548,0.6526717557251867,0.12978096946254108,0.491839506849163,1.9139652865951045,0.4837654849409352,1.9369488237160272e-158,1.4579413796110537e-154,True,Vaginal
2E3FD,TSCPD domain,0.6026559865092852,0.08015267175572512,0.34606850164734965,0.04025561662118821,-3.0725579894958397,-0.5335262112259653,6.855147040246352e-142,2.5799345885967145e-138,True,Gut
COG0655,NADPH-dependent FMN reductase,0.7152192242832988,0.2302798982188303,0.8928934011388262,0.17677367382848766,-2.3300611029668947,-0.5499398731597218,3.3627988556321204e-141,8.43726232878099e-138,True,Gut
COG1108,ABC 3 transport family,0.5145446880270049,0.807888040712462,0.37941950208460606,1.213836082472561,1.6750985519746109,0.5290284982986411,6.648458840113282e-137,1.2510737422383167e-133,True,Vaginal
COG1121,ABC transporter,0.5166526138280164,0.8091603053435052,0.35144601842056683,1.0255723768925502,1.542361133513238,0.5284229389527524,2.0122476969207866e-136,3.0292376829445523e-133,True,Vaginal
COG0209,Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides,0.42769814502531256,0.7849872773536837,0.24787099949243138,0.6852932338404368,1.4634270058797767,0.5108332904239024,9.137791022537065e-136,1.1463358837772747e-132,True,Vaginal
COG0803,Belongs to the bacterial solute-binding protein 9 family,0.5497470489038968,0.8295165394401971,0.4182598345436729,1.4321523023447764,1.7732754037282616,0.5311160421198975,2.6142852554824675e-135,2.811103588288076e-132,True,Vaginal
COG0588,Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate,0.22870994940977832,0.6195928753180624,0.14111676513711716,0.5254173336077177,1.8891302386788036,0.431110517530648,4.349598849052662e-131,4.0924288171024235e-128,True,Vaginal
COG1592,Rubrerythrin,0.8195615514333675,0.36641221374045746,0.9773449986723527,0.34802626194971803,-1.4870077057299012,-0.5341089749366013,2.3237791870581443e-129,1.9434539934429613e-126,True,Gut
COG1780,Probably involved in ribonucleotide reductase function,0.09780775716694755,0.395674300254452,0.05121422996860118,0.3006149561994819,2.5301930255378084,0.31448563392247975,1.954925124147112e-121,1.4714721409455312e-118,True,Vaginal
COG1971,Probably functions as a manganese efflux pump,0.7057335581787471,0.2302798982188303,0.4821505685353755,0.13898413344864766,-1.787209545443562,-0.4945317293788002,6.254506334007729e-115,4.279788106916016e-112,True,Gut
2AFXT,Protein of unknown function (DUF2469),0.020446880269814484,0.19974554707379186,0.011725710690889828,0.1371458940052697,3.440374549130133,0.1800624546769134,2.0918121047263627e-110,1.3120891426896111e-107,True,Vaginal
COG1453,aldo keto reductase,0.5183389544688256,0.0890585241730279,0.5518103023292501,0.07125839200039825,-2.9355474471732728,-0.4415407274864943,4.54759097380032e-104,2.633055173830385e-101,True,Gut
2ATJW,Domain of unknown function (DUF4193),0.023187183811129827,0.20101781170483513,0.013756300768878835,0.13563807444437032,3.2109565440575802,0.17850537869718375,3.133706565502586e-103,1.6848149513241403e-100,True,Vaginal
COG5282,hydrolase,0.02571669477234399,0.20865139949109474,0.019385556822563235,0.16233155459355691,3.0021842680598385,0.183029910018923,4.6515664399248805e-102,2.334156039554305e-99,True,Vaginal
2E4NY,Involved in cell division,0.022765598650927466,0.19720101781170532,0.013332276416256141,0.13704513692853174,3.2678003871198427,0.17515576123476184,3.1545231272258416e-101,1.4840059736643067e-98,True,Vaginal
2B57P,Protein of unknown function (DUF3052),0.022133220910623926,0.19338422391857552,0.012377227181117938,0.13317887216903318,3.3263065107539846,0.17229182489519368,3.843635584202968e-100,1.701826178958573e-97,True,Vaginal
28NWB,Protein of unknown function (DUF3027),0.024662731871838088,0.20101781170483513,0.014784555047583817,0.13968995330848452,3.155933811114233,0.17691317062077072,5.043194580988433e-99,1.997901347952628e-96,True,Vaginal
COG1032,Radical SAM domain protein,0.742411467116347,0.3575063613231548,1.0557170227114607,0.36435075694601293,-1.532234988966666,-0.46246738883239147,4.96824051603109e-99,1.997901347952628e-96,True,Gut
COG1853,"Psort location Cytoplasmic, score 8.87",0.7649662731871699,0.37913486005088987,0.7575607718766312,0.28819816998209924,-1.391206343113991,-0.4636935258250411,6.180787590495364e-99,2.3261394096829304e-96,True,Gut
2DMIE,Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA,0.02508431703204045,0.20101781170483513,0.01499294739232717,0.13705306144706603,3.109715133903401,0.17661602281065347,4.9194998169562e-98,1.7632892915347296e-95,True,Vaginal
COG2768,PFAM 4Fe-4S ferredoxin iron-sulfur binding domain protein,0.6776981450252942,0.2646310432569982,0.7178975076898874,0.22949717606070422,-1.6410370265495824,-0.45314424219799265,1.315377838081203e-97,4.500385903289643e-95,True,Gut
28J4D,Protein of unknown function (DUF3710),0.02508431703204045,0.1984732824427486,0.014935146540077264,0.13263440012466055,3.068007242361973,0.17401919767945806,7.13285826190909e-96,2.3343053972778135e-93,True,Vaginal
2DRQG,Protein of unknown function (DUF3180),0.023187183811129827,0.19211195928753225,0.013765266472256727,0.13266739764023533,3.178368327024999,0.16956546691897412,1.1412288574020265e-95,3.436011843866021e-93,True,Vaginal
2EGRW,Protein of unknown function (DUF3073),0.02592748735244517,0.20101781170483513,0.015397103813229281,0.1382734689979429,3.0864075346627144,0.17563554231084444,1.0964396443948686e-95,3.436011843866021e-93,True,Vaginal
2AN86,Protein of unknown function (DUF3043),0.02529510961214163,0.1984732824427486,0.01496039377294493,0.1421709640220972,3.1651707834664706,0.17408087998661226,1.2884199901231967e-95,3.7299758714066547e-93,True,Vaginal
COG1387,DNA polymerase alpha chain like domain,0.7276559865092666,0.3078880407124684,0.7060914024160124,0.25875727287064,-1.4447325742585855,-0.44950123150067156,3.02147669776838e-94,8.423205594112072e-92,True,Gut
2CAFG,Protein of unknown function (DUF3039),0.024241146711635728,0.19338422391857552,0.014382319409925903,0.13332391074214456,3.1263711786500497,0.16987119661530414,5.392824379256154e-94,1.4497067536664669e-91,True,Vaginal
2CNY9,"Binds to RNA polymerase (RNAP), stimulating transcription from principal, but not alternative sigma factor promoters",0.02487352445193927,0.19465648854961878,0.015671954867138127,0.13560559425379734,3.034521383580908,0.170270522508142,3.951986597490662e-93,1.025744935148697e-90,True,Vaginal
2C4R5,"Psort location Cytoplasmic, score",0.4728077571669703,0.07760814249363861,0.27366739375909094,0.03942035573438378,-2.764531731896619,-0.4030158357255341,3.925191050771791e-91,9.848304346386424e-89,True,Gut
COG0783,Belongs to the Dps family,0.19603709949409592,0.496183206106868,0.10503436109972396,0.3595705128439854,1.7657495642648526,0.33539727696750465,1.5148179280789177e-90,3.678075659564521e-88,True,Vaginal
COG0225,Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine,0.33452782462058017,0.6615776081424893,0.19933015898599238,0.4972905233486333,1.3146075065801495,0.39182773794352266,1.6120487011625943e-90,3.79184080426589e-88,True,Vaginal
2DRBM,TIGRFAM helicase secretion neighborhood TadE-like protein,0.019603709949409763,0.17302798982188322,0.011835646910234657,0.1208704959699938,3.2471209874594145,0.15392766113564105,1.8699140731138662e-89,4.265104008584264e-87,True,Vaginal
COG0696,Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate,0.8029089376053767,0.36641221374045746,0.5527321696679997,0.2597179923830863,-1.0866981912373985,-0.4353770558981158,7.652322361068803e-87,1.6940891297577906e-84,True,Gut
2DP6P,LytR cell envelope-related transcriptional attenuator,0.021500843170320385,0.17557251908396976,0.01336219021022978,0.1266668805057645,3.152036628256149,0.15467267613248725,2.0113603147463448e-86,4.325574025455925e-84,True,Vaginal
COG3579,Peptidase C1-like family,0.2344013490725101,0.5356234096692085,0.2220984699081467,0.7565347805770133,1.7636315092605246,0.3437723933593364,1.6588604690941526e-85,3.4684007641310246e-83,True,Vaginal
COG0067,"Psort location Cytoplasmic, score 8.87",0.5682967959527979,0.1819338422391861,0.36889772988253333,0.09701999701462413,-1.9159784385342868,-0.4096440019051787,2.0578035549154965e-85,4.18623982644566e-83,True,Gut
2EKVE,,0.010539629005059014,0.1335877862595419,0.006250279574822264,0.09803564015623827,3.771839271780884,0.12335361876686868,7.4370003280507745e-84,1.4731131965588994e-81,True,Vaginal
COG0642,GHKL domain,0.9597386172006316,0.876590330788797,4.091954347497416,2.3035885515512997,-0.8286333722802177,-0.42990932164480433,2.713738234995553e-83,5.237514793541418e-81,True,Gut
COG0370,transporter of a GTP-driven Fe(2 ) uptake system,0.8631956155143053,0.5852417302798949,0.9259672482208957,0.485900023706845,-0.9288927953310346,-0.42669835528150735,1.638395956897288e-82,3.0830515918914717e-80,True,Gut
COG0516,"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth",0.8345278246205491,0.8956743002544456,0.5273186335185722,0.8891463051392291,0.7526341841691959,0.425479995623238,6.383523815441594e-82,1.1719215550933874e-79,True,Vaginal
2ANER,stage V sporulation protein,0.42221753794268124,0.055979643765903274,0.4803291548818347,0.054278243997846816,-3.122240120267844,-0.36917504473308194,6.708152177647564e-82,1.2021967009798384e-79,True,Gut
COG0450,alkyl hydroperoxide reductase,0.33790050590219944,0.6424936386768407,0.2072063117115588,0.48917580830591073,1.2352854803283804,0.3706033924196199,3.709279270246814e-81,6.492963969104133e-79,True,Vaginal
COG0646,Homocysteine S-methyltransferase,0.6452360876897173,0.2671755725190847,0.5151361709687557,0.1678271499261597,-1.6122048090380907,-0.4078836424957841,1.6279959035978202e-80,2.784982992359271e-78,True,Gut
COG0680,"Initiates the rapid degradation of small, acid-soluble proteins during spore germination",0.5524873524452117,0.1615776081424938,0.3389857434041663,0.10184325591306359,-1.725027060944556,-0.3888860282601513,3.317051178565578e-78,5.548320938014024e-76,True,Gut
COG2199,diguanylate cyclase,0.6494519392917403,0.2837150127226468,1.4579437419818881,0.5162412433934106,-1.4960150314929854,-0.40093633742260215,1.278411097029938e-77,2.0918696363792049e-75,True,Gut
COG2151,FeS assembly SUF system protein,0.23102866779089126,0.5229007633587761,0.13217395454586314,0.3769666234275599,1.5049468866390732,0.3239291951478016,4.9990017074595434e-77,8.005848053627231e-75,True,Vaginal
COG4721,"ABC-type cobalt transport system, permease component",0.06091905564924157,0.25699745547073877,0.03746553119887992,0.277145223354764,2.854200193270606,0.20272319340567857,3.064485467438359e-76,4.805496273626777e-74,True,Vaginal
COG1433,Dinitrogenase iron-molybdenum cofactor,0.5255059021922647,0.14758269720101785,0.3683809830914523,0.11063900774373336,-1.7262683869134143,-0.3733171457504645,7.172753565586044e-74,1.1018227773095133e-71,True,Gut
COG3429,Glucose-6-P dehydrogenase subunit,0.019182124789207403,0.15267175572519093,0.01145314483856809,0.10852746879226237,3.1367107114286648,0.13393025715622042,1.3415591890719917e-73,2.0195832032289764e-71,True,Vaginal
2E3ZZ,Sporulation protein YabP,0.3834317032040596,0.049618320610687,0.23149285204555686,0.025454439799315054,-3.135604588889968,-0.3361637466798828,2.9577040915320707e-72,4.3652232739140975e-70,True,Gut
COG1625,Protein of unknown function (DUF512),0.39481450252952466,0.05852417302798978,0.2912053333134584,0.03726140948534785,-2.9330205841504835,-0.3388667726529614,5.712888752844343e-72,8.269406469742186e-70,True,Gut
COG2355,"PFAM Peptidase M19, renal dipeptidase",0.44603709949411735,0.10050890585241719,0.26775345084309593,0.055773403545930356,-2.2429961408998946,-0.3519570991508224,9.119456308743822e-72,1.2951348610549954e-69,True,Gut
COG0726,Polysaccharide deacetylase,0.8901770657672524,0.670483460559792,1.5210135844922001,0.7901291595725739,-0.9439960823315151,-0.3972348626254565,1.4222291209404895e-71,1.98242936913316e-69,True,Gut
COG3590,Peptidase family M13,0.22196458684654066,0.496183206106868,0.14124089699831285,0.411857613809324,1.5373079840381267,0.3065321026908505,2.805428730924592e-71,3.839356737758073e-69,True,Vaginal
COG4905,"Psort location CytoplasmicMembrane, score",0.5663996627318876,0.20356234096692166,0.7047712462016062,0.21300788261453318,-1.7215367177225893,-0.3704808323571438,3.991494836831093e-70,5.364996720862078e-68,True,Gut
COG2208,Stage II sporulation protein E,0.6056070826307013,0.24554707379134952,0.5577924667420111,0.20804592896894972,-1.418492623325356,-0.37579945633750844,4.081925694029171e-70,5.390290298062732e-68,True,Gut
2AUKD,Stage II sporulation protein R (spore_II_R),0.3558178752108018,0.0356234096692112,0.21970215215999905,0.018363244964620457,-3.510708047827858,-0.32262260297190715,4.188219034246973e-70,5.435297357030512e-68,True,Gut
COG1873,PRC-barrel domain,0.38427487352446443,0.055979643765903274,0.24973488968744278,0.03275440876751763,-2.8930149063027613,-0.3303438869079035,1.2390273804240043e-69,1.58070493092398e-67,True,Gut
COG4243,Vitamin K epoxide reductase family,0.02592748735244517,0.16666666666666688,0.018447653676996894,0.13000558218295152,2.751960274326902,0.14133964316517122,9.347506382727854e-69,1.1717479698114853e-66,True,Vaginal
COG0026,Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR),0.15577571669477117,0.4020356234096682,0.07823939784680575,0.28761702541710726,1.8648665843086216,0.26715679964299355,9.496031109140508e-69,1.1717479698114853e-66,True,Vaginal
COG2155,Domain of unknown function (DUF378),0.37500000000001144,0.05470737913486002,0.23691637268611193,0.028195292966729256,-3.0266468637308974,-0.3248522842835627,2.043693053042237e-68,2.481109291975632e-66,True,Gut
2CC1Y,Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA,0.024662731871838088,0.16284987277353707,0.030786249453494997,0.20965364742448123,2.7283981919866167,0.1383582422580658,3.296502635491831e-68,3.938535767832859e-66,True,Vaginal
COG3634,Alkyl hydroperoxide reductase,0.11677908937605345,0.3358778625954197,0.05150627480322158,0.2440573721511571,2.2225577999390747,0.239408343309776,4.49552571501561e-68,5.28715969639414e-66,True,Vaginal
2AIF4,Protein of unknown function (DUF3000),0.01728499156829678,0.13994910941475824,0.009231486991615006,0.0777973148697655,2.94513063445326,0.12285881938991361,5.681164736835398e-68,6.57878876525539e-66,True,Vaginal
COG3546,Manganese containing catalase,0.382799325463756,0.06615776081424932,0.2962083771577494,0.03619265991667504,-2.9983849461270693,-0.3257214684465499,9.97153165899904e-68,1.137207860564936e-65,True,Gut
COG0362,"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH",0.17390387858347237,0.4173027989821871,0.0794701840592626,0.28810117166348326,1.8450482180699495,0.27445488931512263,1.1019906216914335e-67,1.238012449174839e-65,True,Vaginal
2E5CN,,0.019182124789207403,0.14503816793893132,0.011575664036080884,0.10348453754335385,3.0545829704050935,0.12637873365687047,1.5562796240640418e-67,1.7226642250485355e-65,True,Vaginal
2AVV0,Protein of unknown function (DUF3159),0.019603709949409763,0.14631043256997459,0.012284692248489501,0.10529508395159812,3.0002381630768657,0.12720393565301724,1.79991393424306e-67,1.963471330876451e-65,True,Vaginal
COG3854,ATPases associated with a variety of cellular activities,0.3674114671163681,0.050890585241730256,0.21841544521890066,0.02639468150995219,-3.0016973482303766,-0.3183820784470218,1.1052477741996355e-66,1.1884571423429509e-64,True,Gut
COG3824,Zincin-like metallopeptidase,0.06892917369308633,0.25318066157760905,0.041369683883155886,0.22762025682811862,2.4318489687483447,0.1940402018459637,6.912906052512217e-66,7.328654064402741e-64,True,Vaginal
COG0648,Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin,0.6926644182124758,0.3053435114503819,0.42307069665423863,0.1984025697386398,-1.0886207938051,-0.3712167290998889,1.3304629842330782e-65,1.3908881781003306e-63,True,Gut
2C7XW,Protein of unknown function (DUF3499),0.018760539629005042,0.1412213740458015,0.010537361358383348,0.078730300393581,2.7888147931766025,0.12244876613930966,5.372025241846009e-65,5.539073150051357e-63,True,Vaginal
2C2CG,Stage III sporulation protein AE (spore_III_AE),0.36193086003373676,0.050890585241730256,0.21321781337068776,0.026170138765296988,-2.978984614050268,-0.31248283622757445,6.716586657315008e-65,6.831857806704063e-63,True,Gut
COG3470,Fe2+ transport protein,0.03794266441821255,0.1895674300254457,0.020538351380571623,0.14126238171159414,2.723574491613109,0.1548805186892026,9.765148716385305e-65,9.800303251764292e-63,True,Vaginal
2EHCF,Protein of unknown function (DUF4244),0.018338954468802682,0.13867684478371498,0.011471051962349193,0.1024023957356774,3.0516145418111167,0.12085414440739939,1.4280619157223958e-64,1.4143450052161148e-62,True,Vaginal
2E6YX,Protein of unknown function (DUF2550),0.015177065767284979,0.12849872773536883,0.008133155380336007,0.07205062424174465,2.9997113185297786,0.1134544130204378,3.268675416037825e-64,3.19523634500217e-62,True,Vaginal
COG2715,Nucleoside recognition,0.3400084317032115,0.039440203562340966,0.20885466467399572,0.019625829254354858,-3.3468665032802023,-0.3032264673952688,6.828777238702194e-64,6.589770035347617e-62,True,Gut
COG0364,Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone,0.1553541315345688,0.38422391857506283,0.06828770369878377,0.251053031319145,1.8630560560353406,0.2549412891709468,1.6126329623856607e-63,1.5364921908704898e-61,True,Vaginal
COG2002,SpoVT / AbrB like domain,0.44203204047219447,0.12849872773536883,0.4653908248485333,0.09846674592797619,-2.229253222656335,-0.32919874146638695,5.702366650913769e-63,5.365214222678493e-61,True,Gut
2E555,Stage III sporulation protein AC/AD protein family,0.34696458684655124,0.04707379134860049,0.19715939171135993,0.02360567217283789,-3.009598511697816,-0.3017940969495685,2.3864244915590863e-62,2.217607055304351e-60,True,Gut
COG2261,Transglycosylase associated protein,0.18022765598650767,0.42875318066157625,0.10318625280890437,0.2822546972767856,1.4429349516579175,0.26636351153620064,2.7687245121697017e-62,2.541486512573335e-60,True,Vaginal
2D1T0,"Copper transport outer membrane protein, MctB",0.014755480607082618,0.12468193384223902,0.008302846948776744,0.07212573103411855,2.974634945563577,0.10995246707773898,4.141317705299904e-62,3.7556263093725754e-60,True,Vaginal
28PUQ,Protein of unknown function (DUF3071),0.018760539629005042,0.1374045801526717,0.010512447892393967,0.08091513472104217,2.8309354038420755,0.11873388214495662,4.2961544797959864e-62,3.8496612820743326e-60,True,Vaginal
COG2461,PAS domain,0.14080944350758762,0.36641221374045746,0.10101531050042288,0.3525108435757029,1.792968780155509,0.24348581199661878,5.082208207870385e-62,4.5004448447812216e-60,True,Vaginal
COG1396,Helix-turn-helix domain,0.943296795952742,0.8015267175572458,3.6080567586901995,1.905558637585749,-0.920650929427824,-0.36869231363361354,9.00759216276305e-62,7.883737931292729e-60,True,Gut
COG3407,decarboxylase,0.048060708263069365,0.20865139949109474,0.026718954899332327,0.15441501080582828,2.4871810846021565,0.1640207638736917,9.78909052350222e-62,8.469251077057611e-60,True,Vaginal
COG4850,Uncharacterized conserved protein (DUF2183),0.020025295109612123,0.13994910941475824,0.012042090598903082,0.11155848890986628,3.1094278138337104,0.12058354680775296,1.1992717244324662e-61,1.0257861670230878e-59,True,Vaginal
2AUFS,Domain of unknown function (DUF4191),0.01728499156829678,0.13231552162849863,0.010208388919066629,0.07531401662153044,2.7673691399693046,0.11492996108114606,1.635083855039033e-61,1.3828400198740225e-59,True,Vaginal
COG1918,FeoA domain,0.7002529510961172,0.3702290076335872,0.8552992393137541,0.42093584805552403,-1.0210913784067734,-0.3589223725482624,4.435347062610589e-61,3.709428593363323e-59,True,Gut
COG1028,Enoyl-(Acyl carrier protein) reductase,0.9747048903878132,0.802798982188289,2.4114253933696763,1.630561406623394,-0.5642310395420751,-0.36650151899385963,4.8357787400275135e-61,3.999879843537043e-59,True,Gut
COG1072,Pantothenic acid kinase,0.09844013490725108,0.3015267175572522,0.045976149913991994,0.1722782790905742,1.8830904375800246,0.21164486867568622,1.0580427821737781e-60,8.656400023284813e-59,True,Vaginal
COG1454,Iron-containing alcohol dehydrogenase,0.7175379426644114,0.40712468193384116,0.8779652744646002,0.41852330029631146,-1.067055229446843,-0.3588545220103927,1.2251374505936e-60,9.915709237223686e-59,True,Gut
COG1102,Cytidylate kinase-like family,0.5649241146711795,0.21755725190839761,0.5404521628586183,0.22226955733692483,-1.2780473277633302,-0.3435621371471236,1.575002706228355e-60,1.2611750393383861e-58,True,Gut
COG1507,Septum formation initiator family protein,0.02571669477234399,0.15521628498727746,0.014686354992017798,0.09048792754141674,2.5440712274736788,0.12957226806379785,2.8303482231812416e-60,2.2425295869352848e-58,True,Vaginal
28MMU,,0.018549747048903862,0.1335877862595419,0.011470009817996594,0.10293954917079519,3.0592102004056345,0.1157433629837501,3.065478898896014e-60,2.403527049165656e-58,True,Vaginal
2E6BB,Stage III sporulation protein AG,0.3448566610455392,0.050890585241730256,0.1968544534653805,0.025919493583200788,-2.87771636405679,-0.29516512621809143,7.016757625382586e-60,5.444859241881931e-58,True,Gut
COG0672,Iron permease FTR1 family,0.08220910623946047,0.26844783715012793,0.04107522378232475,0.1909364275959736,2.1895856966297664,0.19571179236984504,1.1421379938143625e-59,8.772319060653783e-58,True,Vaginal
28PR0,,0.011382799325463735,0.10814249363867671,0.007185319606138777,0.08863752293265667,3.4529921268162815,0.09724832545945272,1.6040765950896918e-58,1.2195842960848597e-56,True,Vaginal
2DRA3,Belongs to the bacterial ribosomal protein bL32 family,0.014544688026981438,0.119592875318066,0.008211303612172979,0.06688589918645937,2.8816346878985817,0.10500045054902607,1.9514886378451885e-58,1.4688854977060732e-56,True,Vaginal
2EHSF,,0.01580944350758852,0.12340966921119577,0.008916575028387762,0.07112001477949868,2.862485856489442,0.10759218018528283,3.0115780720355183e-58,2.2443711037833015e-56,True,Vaginal
COG3383,Belongs to the prokaryotic molybdopterin-containing oxidoreductase family,0.5881112984823059,0.24809160305343606,0.5480106957826544,0.24492479938766412,-1.158617030395222,-0.33938275856150424,4.4321869472926974e-58,3.2706932502227584e-56,True,Gut
COG5479,peptidoglycan receptor activity,0.021290050590219205,0.13867684478371498,0.022848626950925634,0.18359520301107093,2.952386950109344,0.11798698986050149,8.712658440774408e-58,6.367007775117376e-56,True,Vaginal
COG1113,Amino acid permease,0.1764333895446865,0.40966921119592764,0.1916015512228808,0.5888092313138117,1.614629079940131,0.25337750859261354,9.864991545480385e-58,7.139787631041428e-56,True,Vaginal
2BX75,"'small, acid-soluble spore protein",0.31534569983137056,0.0356234096692112,0.20623992817120582,0.021966889519110556,-3.1736746025114306,-0.2803206085415514,1.0481393730747178e-57,7.513661962984191e-56,True,Gut
2D84D,,0.005691399662731868,0.08524173027989813,0.004000732434369807,0.07234698764470943,3.8745263953288878,0.07970802277632605,1.0937676276348647e-57,7.7667820124600255e-56,True,Vaginal
COG0847,DNA polymerase III,0.5543844856661221,0.7442748091603,0.4486987929797433,0.8286955535568563,0.8836230428683419,0.3420114975820536,1.8129053935784647e-57,1.275302700697673e-55,True,Vaginal
2E39N,Protein of unknown function (DUF3117),0.0170741989881956,0.1259541984732823,0.009332442327829375,0.06791513196609517,2.7376394848240646,0.10886578573604688,4.187280224869271e-57,2.9183016900547226e-55,True,Vaginal
2E3JZ,Domain of unknown function (DUF4177),0.018338954468802682,0.1297709923664121,0.010072181712800284,0.07108112368307029,2.7026819764171184,0.11141380138940749,4.679684877074159e-57,3.2315585385079993e-55,True,Vaginal
COG0002,Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde,0.6441821247892116,0.3180661577608143,0.3434048831171822,0.16324586530725113,-1.0682485451297208,-0.3411895137932366,1.0428343968775575e-56,7.13583136845216e-55,True,Gut
2BWH2,,0.01580944350758852,0.12086513994910926,0.009728590937990354,0.10401764149762874,3.291099186607651,0.10550678183557971,1.0637907674825463e-56,7.213651447604617e-55,True,Vaginal
COG5006,EamA-like transporter family,0.05164418212478949,0.2061068702290082,0.02296926933243539,0.14032163337860923,2.5597244925799836,0.15906928371286733,3.0170510920507784e-56,2.027619961595197e-54,True,Vaginal
COG1342,Protein of unknown function  DUF134,0.3121838111298525,0.0356234096692112,0.18660042667765378,0.02180478780550137,-3.040254457767065,-0.2755163613660646,3.498538888427941e-56,2.330398425946647e-54,True,Gut
COG0708,exodeoxyribonuclease III,0.733979763912301,0.8435114503816727,0.4561226792451162,0.7405780240597306,0.6980170945365064,0.3483097975103948,3.721948240533996e-56,2.4574652988157358e-54,True,Vaginal
2CPUI,Stage III sporulation protein AC/AD protein family,0.316821247892079,0.041984732824427475,0.18102567197775227,0.020075843549200733,-3.1104796546447333,-0.27697394110251494,4.418398600929521e-56,2.89193793645187e-54,True,Gut
COG1257,Belongs to the HMG-CoA reductase family,0.05501686340640843,0.2137404580152678,0.03077090389150333,0.15804500432353732,2.3236570160332213,0.1625728387592309,5.632486441817805e-56,3.65480391789333e-54,True,Vaginal
COG0308,Peptidase family M1 domain,0.2371416526138254,0.47582697201017615,0.16577600612460017,0.457977526954653,1.4605117714788378,0.2741443323077979,6.783342058625006e-56,4.3639500577154203e-54,True,Vaginal
COG1770,"Prolyl oligopeptidase, N-terminal beta-propeller domain",0.053752107925801325,0.209923664122138,0.02254337619599297,0.1404988241363295,2.5873969367839607,0.1608041656475676,7.543177609633294e-56,4.8116523616703224e-54,True,Vaginal
COG1082,Xylose isomerase-like TIM barrel,0.658937605396292,0.3676844783715007,1.1870235693365145,0.4049836564143059,-1.5490699027484331,-0.34001325901419877,8.352360669072242e-56,5.283043592950149e-54,True,Gut
COG1230,Cation efflux family,0.1817032040472159,0.4109414758269709,0.10406321535448514,0.29308243024898617,1.484962951466359,0.25053690425618647,1.4825752899064435e-55,9.299453505938167e-54,True,Vaginal
2C6CR,"Psort location CytoplasmicMembrane, score",0.2833052276559875,0.02162849872773538,0.1870688086811769,0.011987489792459815,-3.8560660765541037,-0.26372967702071237,1.8128940140568452e-55,1.1277399375046177e-53,True,Gut
COG3409,Putative peptidoglycan binding domain,0.6197301854974783,0.2837150127226468,0.5588332172365039,0.24896192009647722,-1.1632887631585072,-0.33441384644431005,2.58132846833258e-55,1.5925950312409287e-53,True,Gut
COG1464,Belongs to the nlpA lipoprotein family,0.45573355817877276,0.6857506361323109,0.37363650122516545,0.6936011271633208,0.8906932821419278,0.3241212148518122,2.7295329888239662e-55,1.670341041209593e-53,True,Vaginal
COG0011,Thiamine-binding protein,0.1226812816188864,0.32188295165394404,0.06935269860573649,0.2634557439830715,1.9103486422001206,0.2159250844243057,8.671720729989782e-55,5.263874349567185e-53,True,Vaginal
COG3425,Hydroxymethylglutaryl-CoA synthase,0.05122259696458712,0.20356234096692166,0.02928772383775684,0.15427969042071205,2.358064079991262,0.15583391261065271,1.556447923904937e-54,9.372306818585969e-53,True,Vaginal
COG3049,"Linear amide C-N hydrolases, choloylglycine hydrolase family",0.5046374367622509,0.20101781170483513,0.41522187258134,0.14699637233706248,-1.4917909679302759,-0.31747400761213307,1.7867054543403733e-54,1.0673438059380945e-52,True,Gut
28HIR,succinate dehydrogenase,0.01644182124789206,0.12086513994910926,0.010872137718774785,0.07448803220602669,2.6686682065268057,0.10414092100802841,2.1752996734003033e-54,1.2892504442270933e-52,True,Vaginal
