OG,Description,Prevalence_Gut,Prevalence_Vaginal,Mean_per_1000_genes_Gut,Mean_per_1000_genes_Vaginal,log2FC_Vaginal_vs_Gut,Rank_biserial_Vaginal_vs_Gut,P_value,Q_value_BH,Significant_q<0.05,Higher_in
COG4646,Protein of unknown function (DUF2958),0.019392917369308583,0.002544529262086514,0.012846517698063586,0.001142001132419017,-2.692492046307028,-0.01689666121716893,0.0006895018779257613,0.001549218100043942,True,Gut
28PGA,"Psort location Cytoplasmic, score 8.87",0.0170741989881956,0.001272264631043257,0.007893663786473527,0.0006585220657573795,-2.4228796599420965,-0.015794157022771982,0.0006918982798069535,0.0015541385712046967,True,Gut
2BWFZ,,0.0170741989881956,0.001272264631043257,0.01025931644877759,0.0008337251841698932,-2.618269897171518,-0.015790938815442246,0.0006936463986654443,0.001557418978772772,True,Gut
2BVE9,Domain of unknown function (DUF4358),0.0170741989881956,0.001272264631043257,0.008247989770072904,0.0007216475502230614,-2.4253499725765306,-0.01579040244755392,0.0006939381476895566,0.001557418978772772,True,Gut
COG2235,Amidinotransferase,0.23292580101180185,0.2926208651399495,0.20295696466014462,0.22809843403484134,0.16770282468723857,0.05661631244931331,0.0006939794413184373,0.001557418978772772,True,Vaginal
COG1609,Transcriptional regulator,0.8134485666104342,0.7938931297709864,2.649837452829434,2.2121534291589526,-0.26034473710768213,-0.07516445039455222,0.0006943138929683764,0.0015577051184420176,True,Gut
COG2887,PD-(D/E)XK nuclease superfamily,0.3505480607082717,0.3867684478371493,0.22346575810190308,0.3149623268675372,0.49325717092201504,0.06454168436680696,0.0006955903589002927,0.0015601038830281592,True,Vaginal
28Q2I,,0.0170741989881956,0.001272264631043257,0.006675872722490346,0.001969449893255816,-1.3701351010030136,-0.015780211457676274,0.0006995031638220067,0.001568412366424857,True,Gut
28NU7,NOG32933 non supervised orthologous group,0.036045531197301896,0.012722646310432573,0.01505292170396087,0.00580389590541621,-1.2384029241188357,-0.023233311449523453,0.0006997709565238962,0.001568545559784207,True,Gut
COG1347,"NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol",0.13301011804384408,0.17302798982188322,0.06809701421521866,0.1053802753460957,0.622535400156308,0.0452678406687006,0.0007040010766471248,0.0015775576373691302,True,Vaginal
2BZUE,,0.019392917369308583,0.002544529262086514,0.007855395697763657,0.0008420489824883501,-2.265245349249467,-0.01686072456865295,0.0007078981012677875,0.0015858181572150705,True,Gut
COG2176,Required for replicative DNA synthesis. This DNA polymerase also exhibits 3' to 5' exonuclease activity,0.5611298482293589,0.4427480916030519,0.46090060901244434,0.49460102633981096,0.10159672678708018,-0.07164748615098115,0.0007083557634051539,0.0015863712678222534,True,Gut
COG4258,MMPL family,0.05691399662731908,0.027989821882951668,0.030712973138540343,0.013267660545740488,-1.1523243416751505,-0.02917573128397888,0.000710190080839524,0.001590006168494675,True,Gut
COG1385,Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit,0.7105817875210735,0.6984732824427433,0.41409018324557423,0.46763668868610436,0.17504509145378838,0.07432101189020335,0.0007134068422198134,0.0015967330661280214,True,Vaginal
2DRAH,,0.01665261382799324,0.03435114503816795,0.010815779011235286,0.02626549313327444,1.206361499825806,0.017864268887658907,0.0007181309255994168,0.0016068286197939386,True,Vaginal
29RDG,TATA-box binding,0.021711635750421565,0.0038167938931297713,0.007743272090582311,0.0016487163551168538,-1.7228799392465552,-0.017858100656943376,0.0007211906896457261,0.0016131953405537534,True,Gut
28N4A,Domain of unknown function (DUF4136),0.039418212478920835,0.015267175572519089,0.016454069211674985,0.0056924865241516475,-1.3829491890875472,-0.02426099232350276,0.0007214602622344605,0.001613318893000233,True,Gut
COG1658,Required for correct processing of both the 5' and 3' ends of 5S rRNA precursor. Cleaves both sides of a double-stranded region yielding mature 5S rRNA in one step,0.3024873524451971,0.3231552162849873,0.17429833052884464,0.24049391921867416,0.46217460615710854,0.06129344043527318,0.0007237220926293102,0.0016178961066886897,True,Vaginal
COG3118,Belongs to the thioredoxin family,0.9224283305227282,0.8536895674300187,0.8404163868619445,0.8931581599688716,0.08771012459116309,0.07510813176628095,0.0007278210909577691,0.0016265764108192187,True,Vaginal
2DU8K,,0.014333895446880258,0.0,0.010240719504078408,0.0,-3.490662478466111,-0.01433389544688024,0.0007330058314660547,0.0016337977374588284,True,Gut
2DS7E,,0.014333895446880258,0.0,0.009172701902280467,0.0,-3.3466310094133274,-0.01433389544688024,0.0007330058402283065,0.0016337977374588284,True,Gut
2DMDX,,0.014333895446880258,0.0,0.008140021464632191,0.0,-3.192197553344839,-0.01433389544688024,0.0007330058358471792,0.0016337977374588284,True,Gut
2B0T9,Nucleoside 2-deoxyribosyltransferase,0.014333895446880258,0.0,0.008662098010204816,0.0,-3.27233648722655,-0.01433389544688024,0.0007330058358471792,0.0016337977374588284,True,Gut
28VPZ,,0.014333895446880258,0.0,0.008527600956049384,0.0,-3.252112990155799,-0.01433389544688024,0.0007330058314660547,0.0016337977374588284,True,Gut
2DZRA,,0.014333895446880258,0.0,0.009486747571184059,0.0,-3.3904953952531605,-0.01433389544688024,0.0007330058402283065,0.0016337977374588284,True,Gut
2F1RG,Integral membrane protein (intg_mem_TP0381),0.014333895446880258,0.0,0.011235024424092185,0.0,-3.6129450762786335,-0.01433389544688024,0.0007330058358471792,0.0016337977374588284,True,Gut
2EG1R,,0.014333895446880258,0.0,0.007896817152204048,0.0,-3.1532893023702204,-0.01433389544688024,0.0007330058358471792,0.0016337977374588284,True,Gut
2B2GT,,0.014333895446880258,0.0,0.011192043579924881,0.0,-3.6078680596905808,-0.01433389544688024,0.0007330058270849259,0.0016337977374588284,True,Gut
COG3343,"Participates in both the initiation and recycling phases of transcription. In the presence of the delta subunit, RNAP displays an increased specificity of transcription, a decreased affinity for nucleic acids, and an increased efficiency of RNA synthesis because of enhanced recycling",0.10771500843170285,0.14885496183206112,0.07315528059365875,0.10014817638463112,0.447848973880206,0.04135423237173308,0.0007353829708492417,0.0016386109004091897,True,Vaginal
COG1348,"The key enzymatic reactions in nitrogen fixation are catalyzed by the nitrogenase complex, which has 2 components the iron protein and the molybdenum-iron protein",0.08516020236087694,0.04834605597964375,0.0570054443177367,0.04694110209956381,-0.2749252411996783,-0.03528549789958335,0.0007394210299710851,0.0016471210691306178,True,Gut
2EWHH,,0.01686340640809442,0.001272264631043257,0.013296470811335781,0.0004210008706298005,-3.330679707488169,-0.015609914653141654,0.0007421362248777405,0.0016526802854008144,True,Gut
COG3611,membrane attachment protein,0.10771500843170285,0.14885496183206112,0.07520945319028502,0.10726522085027311,0.5065279965761085,0.04128262725864529,0.0007511628096424374,0.001671792568946962,True,Vaginal
COG1696,membrane protein involved in D-alanine export,0.5423693086003566,0.4707379134860032,0.5597035012567272,0.5020635849876894,-0.15649731683866766,-0.07100143102952594,0.0007510121755078394,0.001671792568946962,True,Gut
2A4F1,,0.01686340640809442,0.001272264631043257,0.01457600033961554,0.0007163652201820142,-3.1818963432815024,-0.015591678144939447,0.000752831375657072,0.0016750108674462845,True,Gut
2DHFB,,0.01686340640809442,0.001272264631043257,0.008735746998406005,0.000742278081122087,-2.48231676975452,-0.015578805315620281,0.0007604668686492101,0.0016914994445397767,True,Gut
COG5459,PFAM Ribosomal,0.02571669477234399,0.0063613231552162855,0.015502149024612567,0.002788365236338208,-2.123006581616649,-0.01942429489077402,0.0007610901822649263,0.0016923857612727033,True,Gut
2CCBG,,0.01686340640809442,0.001272264631043257,0.008095994555001743,0.0008021845088545127,-2.335484667816105,-0.015576659844067087,0.0007617464334051976,0.001692844819675501,True,Gut
28HUW,,0.021500843170320385,0.0038167938931297713,0.012156703066634494,0.0019338268765822252,-2.164942363904594,-0.017696385738621534,0.0007616032273120496,0.001692844819675501,True,Gut
COG3675,Pfam Lipase (class 3),0.07483136593591928,0.04071246819338422,0.05084430225116276,0.03672834116212759,-0.4585367746983305,-0.03309577599560609,0.0007644415761658951,0.0016982563032242612,True,Gut
2EFPH,,0.01686340640809442,0.001272264631043257,0.008187109112357802,0.0011672152578378508,-2.0837685075244705,-0.015571832533072483,0.0007646327370302938,0.0016982563032242612,True,Gut
COG2603,Rhodanese Homology Domain,0.05396290050590251,0.08269720101781163,0.020182438550125643,0.04616010918773039,1.154698374692597,0.030286817364588492,0.0007766140799470834,0.0017243581651214443,True,Vaginal
COG3197,"Cytochrome oxidase maturation protein, cbb3-type",0.018338954468802682,0.03689567430025446,0.008506129673200361,0.01754737754052408,0.9642852283509689,0.01854921068101567,0.0007779822534489796,0.001726886588531545,True,Vaginal
2BAWG,Domain of Unknown Function (DUF1540),0.019182124789207403,0.002544529262086514,0.011422012326028293,0.0014815177661674783,-2.323604215836171,-0.016642422838115567,0.000778656176841769,0.0017278729490235835,True,Gut
28J61,"Glycosyl hydrolases related to GH101 family, GH129",0.03583473861720071,0.012722646310432573,0.024762172856696796,0.009191812733344606,-1.3378436051384135,-0.02296298203382119,0.0007816438980649016,0.0017339916359370806,True,Gut
2DN9M,the current gene model (or a revised gene model) may contain a frame shift,0.01665261382799324,0.03435114503816795,0.009861012491185345,0.020892645609368796,1.0112877059395893,0.017737954249964494,0.0007832586466554241,0.0017370618248012306,True,Vaginal
COG0710,"Involved in the third step of the chorismate pathway, which leads to the biosynthesis of aromatic amino acids. Catalyzes the cis-dehydration of 3-dehydroquinate (DHQ) and introduces the first double bond of the aromatic ring to yield 3- dehydroshikimate",0.21395446880269595,0.25063613231552256,0.10810350190713842,0.15636531536880255,0.5284201850876048,0.05405435123085711,0.0007838929769017465,0.0017379565352398957,True,Vaginal
COG0095,Lipoate-protein ligase,0.2898397976391248,0.3244274809160305,0.18520890327937728,0.293581984575438,0.6617471490767499,0.06015044046530993,0.0007873239552907855,0.0017450492966648243,True,Vaginal
28H5J,Domain of unknown function (DUF4290),0.12015177065767228,0.15648854961832073,0.060157106295189035,0.09954244814582378,0.7172126723152396,0.042929544859664714,0.0007888393523449226,0.0017478933780100774,True,Vaginal
2EJYQ,,0.019182124789207403,0.002544529262086514,0.009825303924237916,0.0015029837307595178,-2.112686710954104,-0.01660916802904111,0.0007977970561588348,0.0017672214366414214,True,Gut
2BVQM,,0.014123102866779078,0.0,0.010360964893060005,0.0,-3.5060134638247944,-0.014123102866779091,0.0008031724633426512,0.0017744289040797316,True,Gut
2BDQG,,0.014123102866779078,0.0,0.009541584774458068,0.0,-3.3980198664529513,-0.014123102866779091,0.0008031724729493573,0.0017744289040797316,True,Gut
2DFAE,,0.014123102866779078,0.0,0.009880151460594415,0.0,-3.443626735108659,-0.014123102866779091,0.0008031724633426512,0.0017744289040797316,True,Gut
2DH9M,,0.014123102866779078,0.0,0.0065670725008278,0.0,-2.9197352677922064,-0.014123102866779091,0.0008031724825560842,0.0017744289040797316,True,Gut
COG1751,"PFAM Pyruvate kinase, alpha beta domain",0.014123102866779078,0.0,0.008150970469387798,0.0,-3.1939247507332875,-0.014123102866779091,0.0008031724825560842,0.0017744289040797316,True,Gut
COG3144,Flagellar hook-length control protein,0.11804384485666052,0.0750636132315521,0.05040590426553337,0.0409873708061259,-0.29197861947104214,-0.04080230981467414,0.0008015024767377167,0.0017744289040797316,True,Gut
2EWCC,,0.014123102866779078,0.0,0.007243966981106372,0.0,-3.043338726579075,-0.014123102866779091,0.0008031724633426512,0.0017744289040797316,True,Gut
2C7ND,Domain of Unknown Function (DUF1540),0.014123102866779078,0.0,0.007621515500240344,0.0,-3.1079414902546914,-0.014123102866779091,0.0008031724777527098,0.0017744289040797316,True,Gut
COG3243,alpha/beta hydrolase fold,0.021290050590219205,0.04071246819338422,0.01012640820169835,0.027317419191013024,1.3477018454980128,0.01977990680071562,0.000802829817566548,0.0017744289040797316,True,Vaginal
2E81H,MazG-like family,0.023608768971332187,0.005089058524173028,0.008700402125595875,0.0020509398940200454,-1.668790796842973,-0.01848645563808471,0.0008106212053298998,0.0017903596867717593,True,Gut
2C2JJ,"Psort location CytoplasmicMembrane, score",0.023608768971332187,0.005089058524173028,0.011022564254337258,0.0028831191630119476,-1.6304567510216068,-0.018484310166531515,0.0008117592109802968,0.0017923471930327644,True,Gut
2BYWM,Sigma-70 region 2,0.01665261382799324,0.001272264631043257,0.007111378011208504,0.0002924746278260361,-2.6498110695327566,-0.015399390256984558,0.000812639494995197,0.0017937646565480494,True,Gut
2EDV8,,0.02571669477234399,0.0063613231552162855,0.01695391900571961,0.0041657617472429225,-1.7972457810254574,-0.019307634875069146,0.0008188255798325173,0.0018068895160947987,True,Gut
28HHN,"Psort location Cytoplasmic, score 8.96",0.10497470489038756,0.13994910941475824,0.051894526767036216,0.08826989427899697,0.7550552694071877,0.04039547477139993,0.0008219759829318363,0.0018133098544923598,True,Vaginal
2DZQD,,0.01665261382799324,0.001272264631043257,0.009225493596942207,0.0007537112743147258,-2.5436873339562056,-0.015375253702011205,0.000828166866612164,0.0018264318795750828,True,Gut
2C860,,0.01665261382799324,0.001272264631043257,0.005253105046662092,0.0004210008706298005,-2.1376653149572293,-0.015373644598346226,0.0008292117530749028,0.0018271302299165087,True,Gut
28J2K,Protein of unknown function (DUF3486),0.01665261382799324,0.001272264631043257,0.008055641877792482,0.000647792581997585,-2.4582822523750143,-0.015373644598346226,0.000829211748932391,0.0018271302299165087,True,Gut
2DBPQ,,0.01665261382799324,0.001272264631043257,0.00840367883616998,0.0007261784423762882,-2.4456436577482634,-0.015374180966234552,0.0008288633148772909,0.0018271302299165087,True,Gut
2BWYR,"Psort location Cytoplasmic, score 8.96",0.05122259696458712,0.07888040712468186,0.023403450057305732,0.04640524180251321,0.9579614685965574,0.029403151268617256,0.0008302865550621342,0.0018289630962694424,True,Vaginal
COG0337,Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ),0.8010118043844664,0.670483460559792,0.5233538943884253,0.4911663580204511,-0.0913947913362349,-0.07393160880329885,0.0008315013180537147,0.0018311031073698976,True,Gut
28IEM,Spore germination protein,0.01665261382799324,0.001272264631043257,0.007050691902005424,0.0006918241604367901,-2.250533148449975,-0.015368280919463295,0.0008327035331333635,0.0018332142421453135,True,Gut
COG0342,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,0.29532040472175614,0.3422391857506359,0.18197239823307879,0.2623438586083213,0.5253217836948336,0.06029525979515027,0.0008439991239049822,0.0018575384226996493,True,Vaginal
2C5T7,,0.012647554806070816,0.027989821882951668,0.006357618305123472,0.020580329378557503,1.5524061447676558,0.015535627700612231,0.0008461683951168447,0.0018617683455260132,True,Vaginal
COG4763,Acyltransferase family,0.04700674536256345,0.0750636132315521,0.026156844403475123,0.04020356460957184,0.6014533037911347,0.0282706104724757,0.0008524659664251217,0.0018750763674114234,True,Vaginal
COG3095,"Involved in chromosome condensation, segregation and cell cycle progression. May participate in facilitating chromosome segregation by condensation DNA from both sides of a centrally located replisome during cell division. Probably acts via its interaction with MukB and MukF",0.01749578414839796,0.0356234096692112,0.005819993157227357,0.01072161442543382,0.7813290899046617,0.01800211543495145,0.000860623456279077,0.0018924664783560073,True,Vaginal
COG2739,Might take part in the signal recognition particle (SRP) pathway. This is inferred from the conservation of its genetic proximity to ftsY ffh. May be a regulatory protein,0.5134907251264992,0.3867684478371493,0.31081860146398044,0.2828982708247891,-0.1353329323465755,-0.06917053924282013,0.0008621565684004325,0.0018952840217143852,True,Gut
28MW9,Protein of unknown function (DUF2812),0.018971332209106222,0.002544529262086514,0.01192693864654519,0.002031440902871165,-2.092305054149707,-0.01640963917459415,0.0008655767330477546,0.0019022470276351677,True,Gut
28NFE,Domain of unknown function (DUF4313),0.018971332209106222,0.002544529262086514,0.008283989960506642,0.0011704368907387067,-2.0967594882752936,-0.016407493703040954,0.0008669318805302077,0.0019046690790282758,True,Gut
2EGZF,,0.02571669477234399,0.0063613231552162855,0.010642847660305908,0.004196055068130592,-1.163955336523791,-0.019214843230393575,0.0008676220171303425,0.0019056290991946567,True,Gut
COG3825,PFAM VWA domain containing CoxE-like protein,0.04089376053962912,0.016539440203562347,0.02087874654178251,0.008471975280878247,-1.207792865795233,-0.02434895665718373,0.0008691893692472367,0.0019085146972940344,True,Gut
2CJWU,,0.02550590219224281,0.0063613231552162855,0.010519353771394275,0.0026630742887122287,-1.6529329198249954,-0.019137338070534526,0.0008694952349491724,0.0019086295227361974,True,Gut
COG4359,"Dephosphorylates 2-hydroxy-3-keto-5-methylthiopentenyl- 1-phosphate (HK-MTPenyl-1-P) yielding 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene)",0.023397976391231007,0.005089058524173028,0.011608851428740893,0.002373067985246324,-1.9023035612810253,-0.018293899566185656,0.0008736749129300686,0.0019172452098030982,True,Gut
28MX7,,0.018971332209106222,0.002544529262086514,0.008122183240379627,0.0014438706034384022,-1.9002112501431387,-0.016394620873721788,0.000875104189899271,0.001919821986992659,True,Gut
2CPV6,,0.013912310286677897,0.0,0.006687771491428004,0.0,-2.94256545459722,-0.013912310286677942,0.0008801046421438795,0.001927982433474092,True,Gut
29KJ7,,0.013912310286677897,0.0,0.01340869929034679,0.0,-3.8488682005552484,-0.013912310286677942,0.0008801046421438795,0.001927982433474092,True,Gut
2DPCC,,0.013912310286677897,0.0,0.007132388493341555,0.0,-3.0236791359929933,-0.013912310286677942,0.0008801046316104898,0.001927982433474092,True,Gut
2DC25,Cro/C1-type HTH DNA-binding domain,0.013912310286677897,0.0,0.007384710588689,0.0,-3.067760987788553,-0.013912310286677942,0.0008801046421438795,0.001927982433474092,True,Gut
2EU67,,0.013912310286677897,0.0,0.008471523780492207,0.0,-3.2435965454100812,-0.013912310286677942,0.0008801046316104898,0.001927982433474092,True,Gut
COG0201,"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently",0.8741568296795651,0.8409669211195863,0.6143644478641795,0.6839461969763794,0.15454957212429754,0.0738653673690941,0.000882392434667597,0.001932431729922317,True,Vaginal
COG3007,enoyl-[acyl-carrier-protein] reductase (NADH) activity,0.05965430016863447,0.030534351145038184,0.026334755081410473,0.01193331575007256,-1.0796442587888644,-0.029342273513295436,0.0008832197153019644,0.0019336808601157318,True,Gut
COG0134,Belongs to the TrpC family,0.35708263069140905,0.38167938931297635,0.17095721456766147,0.2370866200623705,0.46943690037231517,0.06351668533226928,0.000888029091906145,0.0019436449475945198,True,Vaginal
2DM0D,,0.01644182124789206,0.001272264631043257,0.006597025003074054,0.0002924746278260361,-2.5552986096878603,-0.015186720389274377,0.0008913732753928399,0.0019503972801982285,True,Gut
2E53X,,0.01644182124789206,0.001272264631043257,0.009177688574390146,0.0004050508217266021,-2.856715732439316,-0.01518350218194453,0.0008936257645948694,0.001954757666406737,True,Gut
2C6KN,VRR-NUC domain,0.035413153456998345,0.012722646310432573,0.01758964545032219,0.007496286371588423,-1.129594955988931,-0.022582160833129472,0.0008956574324957203,0.0019586326247516815,True,Gut
COG2371,Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly,0.13764755480606997,0.09796437659033068,0.07270071324774452,0.04472806024455685,-0.6885988590170311,-0.04344284892876604,0.0008963830963049321,0.001959650178880983,True,Gut
COG1281,Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress,0.5233979763912532,0.3982188295165385,0.2773932050475671,0.2660899932179969,-0.05979807363669311,-0.06923731704491332,0.0008974768360474316,0.0019614715867970435,True,Gut
2DBF9,Domain of unknown function (DUF4434),0.01644182124789206,0.001272264631043257,0.010598360495524912,0.0007191999044902527,-2.754111672498083,-0.015170629352625364,0.0009026886071365364,0.001972289447290772,True,Gut
28JSC,Domain of unknown function (DUF4367),0.01644182124789206,0.001272264631043257,0.009099330452850947,0.0006233535673901309,-2.6372104918844284,-0.015169020248960496,0.00090382743225296,0.00197420460898666,True,Gut
2EGX6,BFD-like [2Fe-2S] binding domain,0.01644182124789206,0.001272264631043257,0.006925778361733711,0.0005446338317822162,-2.3592877481424135,-0.01516580204163076,0.0009061090782544459,0.0019786141665277673,True,Gut
2BZ95,,0.01644182124789206,0.001272264631043257,0.008816032433807653,0.0006774572050283585,-2.5488640547823023,-0.015164729305854108,0.0009068708169143465,0.0019797032015412665,True,Gut
COG1267,Phosphatidylglycerophosphatase A,0.16884485666104412,0.209923664122138,0.08766844156865355,0.13091819319262396,0.5731509201211505,0.04881215967457497,0.0009082590228704763,0.001982158789546557,True,Vaginal
2CIH4,,0.01644182124789206,0.001272264631043257,0.007799015017637571,0.0006774572050283585,-2.3910660729932287,-0.015160974730636045,0.0009095415624601383,0.0019838074009381223,True,Gut
28T3P,,0.01644182124789206,0.001272264631043257,0.011143442632703171,0.0009306983401925801,-2.652982804937198,-0.015160974730636045,0.0009095415533912495,0.0019838074009381223,True,Gut
2A3S7,,0.01644182124789206,0.001272264631043257,0.010031132259496088,0.0008067626068758764,-2.610102013896425,-0.01515775652330631,0.0009118365544103084,0.0019882368902220137,True,Gut
2EHST,,0.01644182124789206,0.001272264631043257,0.012092963002370975,0.001525497159524289,-2.374152299009012,-0.015154538315976462,0.0009141369391477804,0.00199267556934994,True,Gut
2DBEG,,0.03161888701517704,0.010178117048346057,0.027115282214476323,0.013982086572857636,-0.9081159647505335,-0.0212771777609001,0.0009145669447139268,0.00199303572462702,True,Gut
COG0738,L-fucose H symporter permease,0.503372681281644,0.41348600508905736,0.4895572696320833,0.4360252198832541,-0.16670503502942816,-0.06867734896953004,0.0009149967986706095,0.001993395341126969,True,Gut
28J5C,"Psort location Cytoplasmic, score",0.029510961214165233,0.008905852417302799,0.022714884726458322,0.008809328341176393,-1.273566594234486,-0.02052733545305918,0.0009232871149594331,0.0020108744543691124,True,Gut
2EVQW,,0.023187183811129827,0.005089058524173028,0.012913373377763231,0.002420100023203571,-2.024361828578911,-0.01812655278503661,0.0009262594557399611,0.002016764513553569,True,Gut
COG3284,"Bacterial regulatory protein, Fis family",0.0674536256323781,0.03689567430025446,0.033173574573525225,0.01496497494077725,-1.0979708739039256,-0.03103478238482038,0.0009279698931975779,0.0020199043915842016,True,Gut
2DB82,,0.06576728499156868,0.09541984732824417,0.033342838184399655,0.06434503358992613,0.928068318763548,0.03251220773313768,0.0009463200411506655,0.0020592515032498,True,Vaginal
2DNS7,23S rRNA-intervening sequence protein,0.015177065767284979,0.03180661577608144,0.010028639338895844,0.02227586653924544,1.0775800699510314,0.016713759767259306,0.0009478509071988588,0.0020619866411808697,True,Vaginal
2EA3V,,0.018760539629005042,0.002544529262086514,0.008503923883613396,0.001433141119678608,-1.9657032841930633,-0.01619080107616855,0.0009524378570945725,0.002071366584903452,True,Gut
2EGAW,,0.018760539629005042,0.002544529262086514,0.010104012323787165,0.0017576707750820077,-2.0095589383125296,-0.016188655604615354,0.0009539265748350996,0.002074005005425706,True,Gut
COG1392,Protein of unknown function DUF47,0.32335581787521633,0.24045801526717644,0.1961145931989121,0.20386115763649426,0.05561188150764512,-0.06029525979515038,0.0009547181886720875,0.0020751267127157966,True,Gut
COG1087,Belongs to the NAD(P)-dependent epimerase dehydratase family,0.851391231028641,0.7773536895674242,0.5523080632079149,0.6362446972680388,0.20376451520018699,0.07327026719702734,0.0009608034271581044,0.0020877504030655464,True,Vaginal
2BBPS,,0.013701517706576717,0.0,0.007648056391887762,0.0,-3.1123759305692755,-0.013701517706576682,0.0009644615965941219,0.0020908705427719236,True,Gut
2EGDR,,0.013701517706576717,0.0,0.006320921150092729,0.0,-2.8720251860859256,-0.013701517706576682,0.0009644616081445621,0.0020908705427719236,True,Gut
2BAB6,Domain of unknown function (DUF4330),0.013701517706576717,0.0,0.009475618900596073,0.0,-3.388963575894985,-0.013701517706576682,0.0009644616081445621,0.0020908705427719236,True,Gut
28K5B,,0.013701517706576717,0.0,0.008348557483197438,0.0,-3.2247437690226484,-0.013701517706576682,0.0009644616081445621,0.0020908705427719236,True,Gut
2E41A,TadE-like protein,0.013701517706576717,0.0,0.005248165936364212,0.0,-2.64343276852324,-0.013701517706576682,0.0009644616081445621,0.0020908705427719236,True,Gut
2EJYF,"HicA toxin of bacterial toxin-antitoxin,",0.013701517706576717,0.0,0.00817184247771585,0.0,-3.1972115774907,-0.013701517706576682,0.0009644615908189035,0.0020908705427719236,True,Gut
2EKW1,,0.013701517706576717,0.0,0.008474814015388757,0.0,-3.2440976243697692,-0.013701517706576682,0.0009644615908189035,0.0020908705427719236,True,Gut
28WNF,NYN domain,0.013701517706576717,0.0,0.008668640106285343,0.0,-3.2733129889903063,-0.013701517706576682,0.0009644615908189035,0.0020908705427719236,True,Gut
297DG,,0.02719224283305225,0.0076335877862595426,0.012550319492467186,0.0027722893240118484,-1.8448146321341055,-0.019619800986058755,0.000964891536063587,0.0020912002856178,True,Gut
COG1485,Reduces the stability of FtsZ polymers in the presence of ATP,0.041736930860033855,0.06743002544529257,0.013098425242413147,0.02788199252177183,1.034636248523516,0.02646278250496681,0.0009680207821741601,0.002097378361377347,True,Vaginal
COG1435,thymidine kinase,0.41736930860035354,0.46310432569974375,0.38005556011727226,0.4436465435233656,0.2226576044630873,0.06597083660517744,0.0009703382956666795,0.0021017946335203158,True,Vaginal
COG2842,AAA domain,0.09211635750421578,0.055979643765903274,0.05806861629453411,0.033038549252245974,-0.795222267039158,-0.035845197791022465,0.0009735029129137957,0.0021080427000869217,True,Gut
COG0171,Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source,0.8756323777402731,0.8562340966921052,0.5871294733593106,0.6176399368245074,0.07296617969687239,0.07316835729825066,0.0009880674206554259,0.002138965624179865,True,Vaginal
2CIH9,"Phage XkdN-like tail assembly chaperone protein, TAC",0.03330522765598651,0.011450381679389315,0.01771657956652846,0.007951338259560223,-1.064141516061822,-0.02170841754309183,0.000991036487090007,0.002144776204234182,True,Gut
28I0T,Domain of unknown function (DUF4914),0.020868465430016844,0.0038167938931297713,0.010566943358102255,0.0017271160296981876,-2.084559684489096,-0.017060521607043966,0.0009951121080090742,0.002152977532907244,True,Gut
2EVX3,,0.01623102866779088,0.001272264631043257,0.008497756584622925,0.0007492724564447922,-2.440831769737001,-0.014948304862925865,0.0009976912861090147,0.0021579374455582053,True,Gut
COG2982,Protein involved in outer membrane biogenesis,0.25442664418212246,0.1984732824427486,0.19705565367082753,0.1405247219045508,-0.4848517960416358,-0.05534217053066093,0.0010006072565112707,0.002163622757759361,True,Gut
2EBBB,,0.01623102866779088,0.001272264631043257,0.007750986851100016,0.0007492724564447922,-2.3226907067193894,-0.014944013919819477,0.0010010473564082448,0.0021639527431604995,True,Gut
2FK7C,Predicted RNA-binding protein,0.018549747048903862,0.002544529262086514,0.007516152194012955,0.0008420489824883501,-2.2088903076535082,-0.016019967903745602,0.0010120264660399031,0.0021870580562395494,True,Gut
2C5VG,Putative zinc-finger,0.03920741989881965,0.015267175572519089,0.014541057025123379,0.008850300098730127,-0.657845048574786,-0.023515977326656667,0.0010182987496546423,0.002199981253918052,True,Gut
