Cluster,Rank,COG,Description,log2_fold_enrichment,Prevalence_in_cluster,Prevalence_in_other_clusters,Mean_per_1000_genes_in_cluster,Mean_per_1000_genes_in_other_clusters
2,23,COG1547,Domain of unknown function (DUF309),5.742045923424289,0.19764705882352923,0.0006506180871828236,0.06725769301230425,0.0002753328500135074
2,24,COG5609,Uncharacterized conserved protein (DUF2294),5.692998028113447,0.14352941176470577,0.0008674907829104315,0.06401602677108588,0.00025677419204399044
2,25,COG4846,COG4846 Membrane protein involved in cytochrome C biogenesis,5.657883742421182,0.20705882352941157,0.0010843634786380394,0.06926766047145685,0.0003917549534618616
2,26,COG4347,Protein of unknown function (DUF1405),5.637026310120042,0.22117647058823509,0.0010843634786380394,0.06825909005864203,0.0003917549534618616
2,27,COG4270,Membrane,5.603401450595864,0.2964705882352944,0.004771199306007373,0.1606192219387164,0.0023243067948747285
2,28,COG1222,Holliday junction DNA helicase ruvB N-terminus,5.554066519147331,0.574117647058825,0.010626762090652785,0.3830207973231319,0.007173614010644271
2,29,COG1612,Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group,5.549406125897264,0.45176470588235484,0.012361743656473644,0.20156226811511951,0.003325345952473615
2,30,COG5624,beta-galactosidase activity,5.519886471316025,0.14823529411764694,0.0034699631316417253,0.1383751129483293,0.0020376227154597706
2,31,COG4362,Belongs to the NOS family. Bacterial NOS oxygenase subfamily,5.516388177071822,0.15058823529411752,0.00021687269572760788,0.04884013710360259,8.888225234738029e-05
2,32,COG4840,Belongs to the UPF0435 family,5.467189114600464,0.20705882352941157,0.0010843634786380394,0.06056738263403323,0.0003917549534618616
2,33,COG2322,Protein of unknown function (DUF420),5.467028078740624,0.22117647058823509,0.0021687269572760784,0.07291326105877041,0.00067102491381444
2,34,COG3346,SURF1-like protein,5.442754735003375,0.24470588235294094,0.009325525916287141,0.1648631842128834,0.0028134456784763124
2,35,COG1205,Domain of unknown function (DUF1998),5.431706378288225,0.4235294117647075,0.009325525916287141,0.22662249389889078,0.004273617535669537
2,36,COG4837,Protein of unknown function (DUF1462),5.3765321448236145,0.16235294117647045,0.0010843634786380394,0.0568176217979436,0.0003917549534618616
2,37,COG2210,DsrE/DsrF/DrsH-like family,5.3759701665937785,0.16235294117647045,0.0019518542615484706,0.07966201418807238,0.0009424094689101899
2,38,COG4844,Belongs to the UPF0741 family,5.323927486706441,0.2188235294117645,0.003686835827369333,0.1286720644641916,0.002237311998655864
2,39,COG3253,May function as heme-dependent peroxidase,5.291890001814622,0.6070588235294128,0.010409889394925178,0.2853494138565119,0.006309348587682892
2,40,COG2170,ATP-dependent carboxylate-amine ligase which exhibits weak glutamate--cysteine ligase activity,5.251925801159807,0.38352941176470706,0.023205378442854013,0.2581762171852688,0.0058015507931566575
2,41,COG5650,integral membrane protein,5.152282402991035,0.3058823529411768,0.015614834092387755,0.40574314478466106,0.01043743641500066
2,42,COG4339,Protein of unknown function (DUF4031),5.147571659278813,0.25882352941176456,0.008891780524831926,0.16364356738686905,0.0036448457190149186
2,43,COG4873,Uncharacterized protein conserved in bacteria (DUF2187),5.097071097119062,0.13176470588235284,0.0010843634786380394,0.046635866115005385,0.0003917549534618616
2,44,COG4365,"Involved in bacillithiol (BSH) biosynthesis. May catalyze the last step of the pathway, the addition of cysteine to glucosamine malate (GlcN-Mal) to generate BSH",5.094852936705733,0.21411764705882333,0.002819345044458902,0.06630073612425239,0.0009693198436390642
2,45,COG1646,"35 carbon atoms) to the C3 hydroxyl of sn-glycerol-1-phosphate (G1P), producing heptaprenylglyceryl phosphate (HepGP). This reaction is an ether-bond-formation step in the biosynthesis of archaea-type G1P-based membrane lipids found in Bacillales",5.026935352324726,0.27058823529411763,0.003903708523096941,0.10402494023465839,0.002221321830461201
2,46,COG4896,Uncharacterized protein conserved in bacteria (DUF2197),4.9784777606814705,0.13176470588235284,0.0010843634786380394,0.04287669574652334,0.0003917549534618616
2,47,COG3602,ACT domain,4.917295484320084,0.11529411764705873,0.006072435480373023,0.07471633167898006,0.0015057406972738435
2,48,COG3885,ferrous iron binding,4.848402299909738,0.12941176470588225,0.0023855996530036862,0.060571251072269836,0.0011372900052068658
2,49,COG4986,Binding-protein-dependent transport system inner membrane component,4.828519823706593,0.12235294117647048,0.009108653220559534,0.13027244619937187,0.0036200244783860074
2,50,COG3319,Polyketide synthase modules and related proteins,4.7752168555572325,0.1552941176470587,0.004771199306007373,0.08239826431598973,0.0020456044816380757
3,1,COG5107,Domain of Unknown Function (DUF349),8.20572783669217,0.809187279151948,0.0011941724385001195,0.4325004266643487,0.00046831526602295493
3,2,COG4704,Fibrobacter succinogenes major domain (Fib_succ_major),7.25993889640374,0.8445229681978846,0.006926200143300693,0.6205183861787164,0.0030550349924487563
3,3,COG4797,Motility related/secretion protein,6.8293491712063386,0.3380447585394594,0.0014330069262001434,0.2096588473063121,0.0008524255056257138
